category_2,category_3,total_num,unique_num,table_name,dt
electric,9,1252678,1087266,gdl_jrs_msg_parse,2019-03-01
secondhand,0,285091,198494,gdl_jrs_msg_parse,2019-03-01
business_insurance,33,88460,71731,gdl_jrs_msg_parse,2019-03-01
renting,7,563,523,gdl_jrs_msg_parse,2019-03-01
photograph,0,1946,1886,gdl_jrs_msg_parse,2019-03-01
read,6,47540,47133,gdl_jrs_msg_parse,2019-03-01
loan,59,636821,500133,gdl_jrs_msg_parse,2019-03-01
hotel,1,885712,771895,gdl_jrs_msg_parse,2019-03-01
metro,0,33392,29423,gdl_jrs_msg_parse,2019-03-01
report,1,44432,41110,gdl_jrs_msg_parse,2019-03-01
gas,16,28860,27767,gdl_jrs_msg_parse,2019-03-01
electric,0,520014,393715,gdl_jrs_msg_parse,2019-03-01
transit,0,43292,31399,gdl_jrs_msg_parse,2019-03-01
ship,1,484,446,gdl_jrs_msg_parse,2019-03-01
edu_pay,9,8039808,6788396,gdl_jrs_msg_parse,2019-03-01
room,1,111056,89822,gdl_jrs_msg_parse,2019-03-01
car,0,3450061,3302302,gdl_jrs_msg_parse,2019-03-01
gas,0,139431,131275,gdl_jrs_msg_parse,2019-03-01
bycicle,0,117622,109068,gdl_jrs_msg_parse,2019-03-01
renting,9,463137,418153,gdl_jrs_msg_parse,2019-03-01
gong_ji_jin,9,67700,60239,gdl_jrs_msg_parse,2019-03-01
hotel,27,2222730,2199579,gdl_jrs_msg_parse,2019-03-01
payinroom,12,38679,34076,gdl_jrs_msg_parse,2019-03-01
she_bao,15,4609,4496,gdl_jrs_msg_parse,2019-03-01
tourism,0,2321744,2060846,gdl_jrs_msg_parse,2019-03-01
other_budget,1,4651960,3714584,gdl_jrs_msg_parse,2019-03-01
onlineshopping,9,32090779,30734635,gdl_jrs_msg_parse,2019-03-01
takeoutfood,0,1232834,1002143,gdl_jrs_msg_parse,2019-03-01
read,0,59943,51639,gdl_jrs_msg_parse,2019-03-01
recruit,1,1903583,1615812,gdl_jrs_msg_parse,2019-03-01
ship,9,239,225,gdl_jrs_msg_parse,2019-03-01
credit_card,0,1136032,986933,gdl_jrs_msg_parse,2019-03-01
secondhand,6,16258,15607,gdl_jrs_msg_parse,2019-03-01
gas,1,7598,6825,gdl_jrs_msg_parse,2019-03-01
takeoutfood,1,832457,709127,gdl_jrs_msg_parse,2019-03-01
water,16,39409,36615,gdl_jrs_msg_parse,2019-03-01
chat,7,636,608,gdl_jrs_msg_parse,2019-03-01
business_insurance,9,3221396,2874375,gdl_jrs_msg_parse,2019-03-01
room,508,139282,136488,gdl_jrs_msg_parse,2019-03-01
hotel,25,267379,228226,gdl_jrs_msg_parse,2019-03-01
gong_ji_jin,17,12957,12499,gdl_jrs_msg_parse,2019-03-01
tourism,9,3392101,3238078,gdl_jrs_msg_parse,2019-03-01
movie,0,385493,357112,gdl_jrs_msg_parse,2019-03-01
movie,6,176886,173389,gdl_jrs_msg_parse,2019-03-01
bycicle,7,335,321,gdl_jrs_msg_parse,2019-03-01
taxi,9,3624363,3381695,gdl_jrs_msg_parse,2019-03-01
express,6,691330,608400,gdl_jrs_msg_parse,2019-03-01
secondhand,85,1558,1481,gdl_jrs_msg_parse,2019-03-01
loan,141,3983,3472,gdl_jrs_msg_parse,2019-03-01
read,1,257253,232946,gdl_jrs_msg_parse,2019-03-01
takeoutfood,7,289760,265268,gdl_jrs_msg_parse,2019-03-01
secondhand,1,1137,1113,gdl_jrs_msg_parse,2019-03-01
electric,16,301831,279462,gdl_jrs_msg_parse,2019-03-01
edu_pay,1,1497249,1267140,gdl_jrs_msg_parse,2019-03-01
medical,1,656246,571286,gdl_jrs_msg_parse,2019-03-01
passtran,0,21749,18210,gdl_jrs_msg_parse,2019-03-01
electric,1,97572,75542,gdl_jrs_msg_parse,2019-03-01
recruit,0,666508,567447,gdl_jrs_msg_parse,2019-03-01
train,9,3670472,3338993,gdl_jrs_msg_parse,2019-03-01
transit,7,488,486,gdl_jrs_msg_parse,2019-03-01
yys,20,50187527,45333468,gdl_jrs_msg_parse,2019-03-01
onlineshopping,1,5357170,4606822,gdl_jrs_msg_parse,2019-03-01
games,6,11883710,11573161,gdl_jrs_msg_parse,2019-03-01
taxi,0,1628872,1339276,gdl_jrs_msg_parse,2019-03-01
loan,131,765973,660383,gdl_jrs_msg_parse,2019-03-01
passtran,6,6694,5594,gdl_jrs_msg_parse,2019-03-01
express,1,947460,748916,gdl_jrs_msg_parse,2019-03-01
train,1,1249591,1112674,gdl_jrs_msg_parse,2019-03-01
edu_pay,0,44233,41025,gdl_jrs_msg_parse,2019-03-01
live,0,39392,32656,gdl_jrs_msg_parse,2019-03-01
transit,9,10112,9239,gdl_jrs_msg_parse,2019-03-01
car,11,608389,570085,gdl_jrs_msg_parse,2019-03-01
secondhand,9,141642,128528,gdl_jrs_msg_parse,2019-03-01
ship,8,384,170,gdl_jrs_msg_parse,2019-03-01
takeoutfood,6,318984,241610,gdl_jrs_msg_parse,2019-03-01
ship,7,7,7,gdl_jrs_msg_parse,2019-03-01
yys,1,7006234,5252178,gdl_jrs_msg_parse,2019-03-01
hotel,7,44975,43218,gdl_jrs_msg_parse,2019-03-01
car,501,151907,145897,gdl_jrs_msg_parse,2019-03-01
mother,6,30617,30158,gdl_jrs_msg_parse,2019-03-01
music,1,746878,626807,gdl_jrs_msg_parse,2019-03-01
credit_card,56,367549,302546,gdl_jrs_msg_parse,2019-03-01
transit,2,455,452,gdl_jrs_msg_parse,2019-03-01
business_insurance,32,733575,687611,gdl_jrs_msg_parse,2019-03-01
payinroom,888,294861,272161,gdl_jrs_msg_parse,2019-03-01
train,6,141003,126749,gdl_jrs_msg_parse,2019-03-01
credit_card,54,8342,8153,gdl_jrs_msg_parse,2019-03-01
gas,9,182169,175740,gdl_jrs_msg_parse,2019-03-01
airplane,1,326474,245056,gdl_jrs_msg_parse,2019-03-01
ship,2,539,354,gdl_jrs_msg_parse,2019-03-01
water,0,122914,113564,gdl_jrs_msg_parse,2019-03-01
payinroom,11,60358,58547,gdl_jrs_msg_parse,2019-03-01
she_bao,1,56624,49642,gdl_jrs_msg_parse,2019-03-01
loan,134,714491,613481,gdl_jrs_msg_parse,2019-03-01
taxi,1,1040929,939574,gdl_jrs_msg_parse,2019-03-01
payinroom,7,5031,4486,gdl_jrs_msg_parse,2019-03-01
renting,152,6277,4640,gdl_jrs_msg_parse,2019-03-01
credit_card,20,2827807,2696957,gdl_jrs_msg_parse,2019-03-01
games,7,18655,16267,gdl_jrs_msg_parse,2019-03-01
yys,9,242416697,187508743,gdl_jrs_msg_parse,2019-03-01
room,12,68786,60836,gdl_jrs_msg_parse,2019-03-01
taxi,7,1021,987,gdl_jrs_msg_parse,2019-03-01
secondhand,12,1,1,gdl_jrs_msg_parse,2019-03-01
government,0,3017835,2510283,gdl_jrs_msg_parse,2019-03-01
restaurant,6,7406,6932,gdl_jrs_msg_parse,2019-03-01
games,9,16135376,15384109,gdl_jrs_msg_parse,2019-03-01
bycicle,6,177057,176660,gdl_jrs_msg_parse,2019-03-01
law,29,8099,7421,gdl_jrs_msg_parse,2019-03-01
invest,123,1580615,1371365,gdl_jrs_msg_parse,2019-03-01
she_bao,17,515,502,gdl_jrs_msg_parse,2019-03-01
car,12,342478,333396,gdl_jrs_msg_parse,2019-03-01
takeoutfood,87,112836,108425,gdl_jrs_msg_parse,2019-03-01
movie,1,2321826,1989655,gdl_jrs_msg_parse,2019-03-01
tourism,1,689149,583455,gdl_jrs_msg_parse,2019-03-01
takeoutfood,9,3655833,3593632,gdl_jrs_msg_parse,2019-03-01
chat,0,594432,528323,gdl_jrs_msg_parse,2019-03-01
express,81,13637332,11510671,gdl_jrs_msg_parse,2019-03-01
other_budget,42,13012472,11591786,gdl_jrs_msg_parse,2019-03-01
edu_school,0,152404,140052,gdl_jrs_msg_parse,2019-03-01
ship,6,48,38,gdl_jrs_msg_parse,2019-03-01
restaurant,0,356952,325366,gdl_jrs_msg_parse,2019-03-01
express,9,15387963,12896246,gdl_jrs_msg_parse,2019-03-01
train,0,1668629,1597384,gdl_jrs_msg_parse,2019-03-01
water,1,4144,3791,gdl_jrs_msg_parse,2019-03-01
movie,9,1656741,1595097,gdl_jrs_msg_parse,2019-03-01
she_bao,0,115105,105001,gdl_jrs_msg_parse,2019-03-01
express,83,469682,325023,gdl_jrs_msg_parse,2019-03-01
train,7,25349,22568,gdl_jrs_msg_parse,2019-03-01
ship,3,14,5,gdl_jrs_msg_parse,2019-03-01
weather,70,324368,322286,gdl_jrs_msg_parse,2019-03-01
medical,0,417701,359117,gdl_jrs_msg_parse,2019-03-01
car,1,1224215,750588,gdl_jrs_msg_parse,2019-03-01
restaurant,1,277951,244235,gdl_jrs_msg_parse,2019-03-01
airplane,6,118912,84350,gdl_jrs_msg_parse,2019-03-01
bank_budget,22,53044808,35761157,gdl_jrs_msg_parse,2019-03-01
first_aid,103,101,88,gdl_jrs_msg_parse,2019-03-01
loan,9,27092665,23907224,gdl_jrs_msg_parse,2019-03-01
credit_card,60,99393,97460,gdl_jrs_msg_parse,2019-03-01
secondhand,7,15107,11457,gdl_jrs_msg_parse,2019-03-01
car,6,31466,29766,gdl_jrs_msg_parse,2019-03-01
gong_ji_jin,1,63909,52682,gdl_jrs_msg_parse,2019-03-01
taxi,41,38323,37704,gdl_jrs_msg_parse,2019-03-01
bank_budget,0,32054036,24807965,gdl_jrs_msg_parse,2019-03-01
music,9,158613,153814,gdl_jrs_msg_parse,2019-03-01
bank_budget,24,22939,22229,gdl_jrs_msg_parse,2019-03-01
takeoutfood,508,158816,158138,gdl_jrs_msg_parse,2019-03-01
music,6,24257,24047,gdl_jrs_msg_parse,2019-03-01
live,1,164357,150983,gdl_jrs_msg_parse,2019-03-01
payinroom,6,117451,104217,gdl_jrs_msg_parse,2019-03-01
secondhand,83,129718,97521,gdl_jrs_msg_parse,2019-03-01
airplane,9,791168,711485,gdl_jrs_msg_parse,2019-03-01
yys,15,111378602,91568460,gdl_jrs_msg_parse,2019-03-01
takeoutfood,86,58965,51305,gdl_jrs_msg_parse,2019-03-01
hotel,6,315435,303828,gdl_jrs_msg_parse,2019-03-01
gong_ji_jin,15,2213,2099,gdl_jrs_msg_parse,2019-03-01
secondhand,95,1,1,gdl_jrs_msg_parse,2019-03-01
live,6,67802,57679,gdl_jrs_msg_parse,2019-03-01
first_aid,104,3792,2899,gdl_jrs_msg_parse,2019-03-01
yys,0,63283354,53481660,gdl_jrs_msg_parse,2019-03-01
restaurant,9,419476,393084,gdl_jrs_msg_parse,2019-03-01
business_insurance,1,794823,661371,gdl_jrs_msg_parse,2019-03-01
loan,135,5889819,4769049,gdl_jrs_msg_parse,2019-03-01
renting,156,103264,85762,gdl_jrs_msg_parse,2019-03-01
express,0,7091715,6099520,gdl_jrs_msg_parse,2019-03-01
payinroom,1,17979,15288,gdl_jrs_msg_parse,2019-03-01
renting,151,57365,52150,gdl_jrs_msg_parse,2019-03-01
gas,15,135594,130265,gdl_jrs_msg_parse,2019-03-01
car,9,1762172,1703214,gdl_jrs_msg_parse,2019-03-01
chat,9,5468403,5278506,gdl_jrs_msg_parse,2019-03-01
invest,125,3865,3359,gdl_jrs_msg_parse,2019-03-01
business_insurance,0,479630,407050,gdl_jrs_msg_parse,2019-03-01
water,15,59588,55979,gdl_jrs_msg_parse,2019-03-01
loan,53,3342104,3072860,gdl_jrs_msg_parse,2019-03-01
first_aid,101,48,48,gdl_jrs_msg_parse,2019-03-01
credit_card,9,13252543,12813743,gdl_jrs_msg_parse,2019-03-01
invest,121,86942,56472,gdl_jrs_msg_parse,2019-03-01
loan,138,78225,76668,gdl_jrs_msg_parse,2019-03-01
tourism,7,141182,114335,gdl_jrs_msg_parse,2019-03-01
express,82,1019070,924455,gdl_jrs_msg_parse,2019-03-01
mother,9,130758,128665,gdl_jrs_msg_parse,2019-03-01
transit,3,8,8,gdl_jrs_msg_parse,2019-03-01
chat,6,56885,43298,gdl_jrs_msg_parse,2019-03-01
read,7,87,76,gdl_jrs_msg_parse,2019-03-01
photograph,11,10,10,gdl_jrs_msg_parse,2019-03-01
onlineshopping,6,5682155,5228638,gdl_jrs_msg_parse,2019-03-01
secondhand,888,143205,125850,gdl_jrs_msg_parse,2019-03-01
mother,1,166399,157333,gdl_jrs_msg_parse,2019-03-01
car,7,3492,3026,gdl_jrs_msg_parse,2019-03-01
edu_pay,7,6201,6085,gdl_jrs_msg_parse,2019-03-01
airplane,0,465825,311355,gdl_jrs_msg_parse,2019-03-02
recruit,9,1421606,1330027,gdl_jrs_msg_parse,2019-03-02
law,0,60249,46941,gdl_jrs_msg_parse,2019-03-02
secondhand,88,2,2,gdl_jrs_msg_parse,2019-03-02
gong_ji_jin,0,7641,7196,gdl_jrs_msg_parse,2019-03-02
first_aid,0,4664,4394,gdl_jrs_msg_parse,2019-03-02
taxi,8,6,6,gdl_jrs_msg_parse,2019-03-02
bank_budget,1,7076476,4647999,gdl_jrs_msg_parse,2019-03-02
room,11,85315,72428,gdl_jrs_msg_parse,2019-03-02
transit,6,4464,3919,gdl_jrs_msg_parse,2019-03-02
room,0,265496,210697,gdl_jrs_msg_parse,2019-03-02
games,0,479432,411579,gdl_jrs_msg_parse,2019-03-02
report,9,13499,12101,gdl_jrs_msg_parse,2019-03-02
music,0,65714,63119,gdl_jrs_msg_parse,2019-03-02
edu_school,71,1374809,1198273,gdl_jrs_msg_parse,2019-03-02
loan,0,956959,830986,gdl_jrs_msg_parse,2019-03-02
transit,1,27682,25019,gdl_jrs_msg_parse,2019-03-02
metro,9,4973,4551,gdl_jrs_msg_parse,2019-03-02
edu_pay,6,19015,18302,gdl_jrs_msg_parse,2019-03-02
loan,1,304485,272361,gdl_jrs_msg_parse,2019-03-02
loan,137,822964,750689,gdl_jrs_msg_parse,2019-03-02
other_budget,0,2112818,2014221,gdl_jrs_msg_parse,2019-03-02
renting,6,33323,31018,gdl_jrs_msg_parse,2019-03-02
credit_card,52,17084,17025,gdl_jrs_msg_parse,2019-03-02
renting,1,129528,117128,gdl_jrs_msg_parse,2019-03-02
loan,888,2609217,1432241,gdl_jrs_msg_parse,2019-03-02
games,1,2711796,2399338,gdl_jrs_msg_parse,2019-03-02
report,5,70398,60129,gdl_jrs_msg_parse,2019-03-02
payinroom,0,383381,339294,gdl_jrs_msg_parse,2019-03-02
credit_card,59,87609,86959,gdl_jrs_msg_parse,2019-03-02
first_aid,105,35767,34334,gdl_jrs_msg_parse,2019-03-02
passtran,1,20782,18814,gdl_jrs_msg_parse,2019-03-02
passtran,9,6833,6681,gdl_jrs_msg_parse,2019-03-02
photograph,6,9,9,gdl_jrs_msg_parse,2019-03-02
room,9,797410,756553,gdl_jrs_msg_parse,2019-03-02
mother,0,12869,12387,gdl_jrs_msg_parse,2019-03-02
passtran,7,1199,1150,gdl_jrs_msg_parse,2019-03-02
train,5,115923,103544,gdl_jrs_msg_parse,2019-03-02
report,0,11149,8667,gdl_jrs_msg_parse,2019-03-02
credit_card,1,478797,395713,gdl_jrs_msg_parse,2019-03-02
medical,6,100981,89295,gdl_jrs_msg_parse,2019-03-02
photograph,1,1694,1654,gdl_jrs_msg_parse,2019-03-02
hotel,0,1057282,947438,gdl_jrs_msg_parse,2019-03-02
electric,15,826716,753657,gdl_jrs_msg_parse,2019-03-02
payinroom,9,2299440,2217472,gdl_jrs_msg_parse,2019-03-02
taxi,6,1392861,1145336,gdl_jrs_msg_parse,2019-03-02
ship,0,2712,2321,gdl_jrs_msg_parse,2019-03-02
credit_card,55,2069965,1714170,gdl_jrs_msg_parse,2019-03-02
water,9,11686,10600,gdl_jrs_msg_parse,2019-03-02
tourism,6,500639,447421,gdl_jrs_msg_parse,2019-03-02
live,9,601138,563082,gdl_jrs_msg_parse,2019-03-02
metro,1,350,343,gdl_jrs_msg_parse,2019-03-02
chat,1,2207989,1795394,gdl_jrs_msg_parse,2019-03-02
invest,122,109475,96107,gdl_jrs_msg_parse,2019-03-02
bank_budget,23,2134344,1877302,gdl_jrs_msg_parse,2019-03-02
passtran,2,4021,3799,gdl_jrs_msg_parse,2019-03-02
medical,9,2659845,2585397,gdl_jrs_msg_parse,2019-03-02
other_budget,41,1104304,967931,gdl_jrs_msg_parse,2019-03-02
loan,54,279346,239522,gdl_jrs_msg_parse,2019-03-02
secondhand,13,200,187,gdl_jrs_msg_parse,2019-03-02
secondhand,11,1726,1624,gdl_jrs_msg_parse,2019-03-02
transit,8,33,5,gdl_jrs_msg_parse,2019-03-02
other_budget,9,3437736,3219867,gdl_jrs_msg_parse,2019-03-02
loan,58,1142814,997075,gdl_jrs_msg_parse,2019-03-02
hotel,9,755422,715282,gdl_jrs_msg_parse,2019-03-02
renting,0,183871,124029,gdl_jrs_msg_parse,2019-03-02
express,7,51348,49914,gdl_jrs_msg_parse,2019-03-02
onlineshopping,0,3057301,2677160,gdl_jrs_msg_parse,2019-03-02
mother,7,21959,18950,gdl_jrs_msg_parse,2019-03-02
movie,7,6024,5646,gdl_jrs_msg_parse,2019-03-02
government,111,5986114,5912539,gdl_jrs_msg_parse,2019-03-02
credit_card,62,7392,7308,gdl_jrs_msg_parse,2019-03-02
bycicle,1,206149,194183,gdl_jrs_msg_parse,2019-03-02
airplane,7,12086,9939,gdl_jrs_msg_parse,2019-03-02
she_bao,9,4909,4769,gdl_jrs_msg_parse,2019-03-02
bank_budget,21,11093077,8127434,gdl_jrs_msg_parse,2019-03-02
invest,0,525843,387875,gdl_jrs_msg_parse,2019-03-02
medical,7,31907,30130,gdl_jrs_msg_parse,2019-03-02
invest,9,635919,579248,gdl_jrs_msg_parse,2019-03-02
credit_card,53,27068,26940,gdl_jrs_msg_parse,2019-03-02
restaurant,7,3027,2906,gdl_jrs_msg_parse,2019-03-02
car,502,5792,5013,gdl_jrs_msg_parse,2019-03-02
music,7,14,13,gdl_jrs_msg_parse,2019-03-02
bank_budget,9,4625764,4474226,gdl_jrs_msg_parse,2019-03-02
metro,6,711,645,gdl_jrs_msg_parse,2019-03-02
read,9,1814833,1749707,gdl_jrs_msg_parse,2019-03-02
onlineshopping,7,290027,248229,gdl_jrs_msg_parse,2019-03-02
bycicle,9,383698,378724,gdl_jrs_msg_parse,2019-03-02
invest,127,477,291,gdl_jrs_msg_parse,2019-03-02
photograph,9,1363,1330,gdl_jrs_msg_parse,2019-03-02
yys,16,13664237,13041038,gdl_jrs_msg_parse,2019-03-02
airplane,2,57974,27265,gdl_jrs_msg_parse,2019-03-02
first_aid,102,4,4,gdl_jrs_msg_parse,2019-03-02
credit_card,58,874277,775063,gdl_jrs_msg_parse,2019-03-02
photograph,888,5556,5370,gdl_jrs_msg_parse,2019-03-02
electric,9,1541545,1369919,gdl_jrs_msg_parse,2019-03-02
secondhand,0,298286,205170,gdl_jrs_msg_parse,2019-03-02
business_insurance,33,47895,36562,gdl_jrs_msg_parse,2019-03-02
renting,7,550,512,gdl_jrs_msg_parse,2019-03-02
photograph,0,536,497,gdl_jrs_msg_parse,2019-03-02
loan,59,583188,471258,gdl_jrs_msg_parse,2019-03-02
hotel,1,967227,849319,gdl_jrs_msg_parse,2019-03-02
metro,0,34624,30410,gdl_jrs_msg_parse,2019-03-02
read,6,2715,2541,gdl_jrs_msg_parse,2019-03-02
gas,16,29803,29423,gdl_jrs_msg_parse,2019-03-02
report,1,42190,38746,gdl_jrs_msg_parse,2019-03-02
electric,0,431302,336377,gdl_jrs_msg_parse,2019-03-02
transit,0,40645,29254,gdl_jrs_msg_parse,2019-03-02
ship,1,369,341,gdl_jrs_msg_parse,2019-03-02
edu_pay,9,3258875,2713046,gdl_jrs_msg_parse,2019-03-02
room,1,80544,64120,gdl_jrs_msg_parse,2019-03-02
car,0,2204877,2096602,gdl_jrs_msg_parse,2019-03-02
gas,0,76992,71027,gdl_jrs_msg_parse,2019-03-02
bycicle,0,87049,74698,gdl_jrs_msg_parse,2019-03-02
renting,9,264212,229528,gdl_jrs_msg_parse,2019-03-02
gong_ji_jin,9,20972,18682,gdl_jrs_msg_parse,2019-03-02
hotel,27,3801010,3779801,gdl_jrs_msg_parse,2019-03-02
payinroom,12,42964,37807,gdl_jrs_msg_parse,2019-03-02
she_bao,15,875,855,gdl_jrs_msg_parse,2019-03-02
tourism,0,1405686,1209993,gdl_jrs_msg_parse,2019-03-02
other_budget,1,4501503,3595521,gdl_jrs_msg_parse,2019-03-02
recruit,1,1439824,1217714,gdl_jrs_msg_parse,2019-03-02
onlineshopping,9,27465895,26584070,gdl_jrs_msg_parse,2019-03-02
takeoutfood,0,1332748,1066941,gdl_jrs_msg_parse,2019-03-02
read,0,44374,40436,gdl_jrs_msg_parse,2019-03-02
ship,9,147,140,gdl_jrs_msg_parse,2019-03-02
credit_card,0,888470,785998,gdl_jrs_msg_parse,2019-03-02
gas,1,6103,5425,gdl_jrs_msg_parse,2019-03-02
secondhand,6,18917,18249,gdl_jrs_msg_parse,2019-03-02
takeoutfood,1,918921,791563,gdl_jrs_msg_parse,2019-03-02
water,16,11670,10900,gdl_jrs_msg_parse,2019-03-02
chat,7,704,676,gdl_jrs_msg_parse,2019-03-02
business_insurance,9,2006989,1774825,gdl_jrs_msg_parse,2019-03-02
hotel,25,247674,211382,gdl_jrs_msg_parse,2019-03-02
room,508,35526,34073,gdl_jrs_msg_parse,2019-03-02
gong_ji_jin,17,3066,2964,gdl_jrs_msg_parse,2019-03-02
tourism,9,2265894,2142230,gdl_jrs_msg_parse,2019-03-02
